Media Source,Tweet,Created At,Tweets Ago,Compound,Positive,Neutral,Negative
@CBS,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,Thu Sep 27 16:58:08 +0000 2018,28,-0.34,0.169,0.581,0.25
@CBS,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,Thu Sep 27 00:44:13 +0000 2018,29,0.0,0.0,1.0,0.0
@CBS,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,Thu Sep 27 00:42:15 +0000 2018,30,0.0,0.0,1.0,0.0
@CBS,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,Wed Sep 26 21:49:27 +0000 2018,31,0.1139,0.071,0.929,0.0
@CBS,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",Wed Sep 26 19:57:54 +0000 2018,32,0.6249,0.221,0.779,0.0
@CBS,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",Wed Sep 26 17:25:43 +0000 2018,33,0.0,0.0,1.0,0.0
@CBS,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",Tue Sep 25 21:10:56 +0000 2018,34,-0.2714,0.098,0.764,0.138
@CBS,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",Tue Sep 25 20:31:45 +0000 2018,35,-0.2263,0.0,0.909,0.091
@CBS,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,Tue Sep 25 19:54:26 +0000 2018,36,0.0,0.0,1.0,0.0
@CBS,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,Tue Sep 25 19:45:33 +0000 2018,37,0.7901,0.291,0.709,0.0
@CBS,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",Tue Sep 25 18:34:26 +0000 2018,38,0.0,0.0,1.0,0.0
@CBS,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw",Tue Sep 25 18:05:31 +0000 2018,39,0.0,0.0,1.0,0.0
@CBS,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",Mon Sep 24 18:56:15 +0000 2018,40,0.0,0.0,1.0,0.0
@CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",Sun Sep 23 23:24:03 +0000 2018,41,-0.2263,0.0,0.913,0.087
@CBS,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,Sun Sep 23 14:00:00 +0000 2018,42,0.0,0.0,1.0,0.0
@CBS,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",Fri Sep 21 19:18:00 +0000 2018,43,0.296,0.144,0.758,0.098
@CBS,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,Fri Sep 21 17:46:26 +0000 2018,44,-0.1531,0.123,0.714,0.162
@CBS,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",Thu Sep 20 23:17:19 +0000 2018,45,0.296,0.109,0.891,0.0
@CBS,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,Thu Sep 20 21:38:21 +0000 2018,46,0.7896,0.212,0.788,0.0
@CBS,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,Thu Sep 20 16:47:26 +0000 2018,47,0.0,0.0,1.0,0.0
@CBS,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,Wed Sep 19 19:07:37 +0000 2018,48,-0.0531,0.176,0.588,0.236
@CBS,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,Tue Sep 18 17:04:20 +0000 2018,49,0.6486,0.209,0.791,0.0
@CBS,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",Mon Sep 17 22:01:52 +0000 2018,50,0.9642,0.527,0.473,0.0
@CBS,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,Mon Sep 17 21:41:20 +0000 2018,51,0.0,0.0,1.0,0.0
@CBS,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,Mon Sep 17 19:18:37 +0000 2018,52,0.3612,0.263,0.737,0.0
@CBS,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",Sun Sep 16 23:48:59 +0000 2018,53,-0.2263,0.0,0.909,0.091
@CBS,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,Sun Sep 16 14:33:46 +0000 2018,54,0.0,0.0,1.0,0.0
@CBS,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",Sat Sep 15 16:00:01 +0000 2018,55,-0.4322,0.07,0.771,0.159
@CBS,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",Fri Sep 14 18:22:59 +0000 2018,56,-0.2481,0.17,0.598,0.233
@CBS,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,Thu Sep 13 20:52:06 +0000 2018,57,0.0,0.0,1.0,0.0
@CBS,This just in... https://t.co/QG3OYF6Rfv,Thu Sep 13 20:28:06 +0000 2018,58,0.0,0.0,1.0,0.0
@CBS,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,Thu Sep 13 18:06:49 +0000 2018,59,0.4753,0.218,0.699,0.083
@CBS,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",Mon Sep 10 17:06:16 +0000 2018,60,0.0,0.0,1.0,0.0
@CBS,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",Sun Sep 09 23:36:09 +0000 2018,61,-0.2263,0.0,0.917,0.083
@CBS,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,Sun Sep 09 14:00:00 +0000 2018,62,0.6705,0.256,0.744,0.0
@CBS,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,Sat Sep 08 16:20:43 +0000 2018,63,0.4215,0.149,0.851,0.0
@CBS,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,Sat Sep 08 00:00:00 +0000 2018,64,0.0,0.0,1.0,0.0
@CBS,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",Fri Sep 07 23:15:09 +0000 2018,65,-0.5411,0.092,0.712,0.196
@CBS,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,Fri Sep 07 21:50:51 +0000 2018,66,0.0,0.0,1.0,0.0
@CBS,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,Thu Sep 06 22:10:49 +0000 2018,67,-0.296,0.0,0.879,0.121
@CBS,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,Thu Sep 06 19:00:01 +0000 2018,68,0.4753,0.192,0.808,0.0
@CBS,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,Wed Sep 05 21:00:00 +0000 2018,69,0.0,0.0,1.0,0.0
@CBS,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,Wed Sep 05 17:32:40 +0000 2018,70,0.3612,0.111,0.889,0.0
@CBS,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",Wed Sep 05 16:48:09 +0000 2018,71,0.6908,0.533,0.467,0.0
@CBS,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,Tue Sep 04 20:34:26 +0000 2018,72,0.4215,0.135,0.865,0.0
@CBS,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,Sat Sep 01 15:25:34 +0000 2018,73,0.6514,0.171,0.829,0.0
@CBS,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",Fri Aug 31 21:26:49 +0000 2018,74,0.0,0.0,1.0,0.0
@CBS,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",Fri Aug 31 18:01:01 +0000 2018,75,0.0,0.0,1.0,0.0
@CBS,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",Thu Aug 30 19:45:51 +0000 2018,76,-0.6908,0.0,0.761,0.239
@CBS,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,Thu Aug 30 15:32:47 +0000 2018,77,0.6239,0.17,0.83,0.0
@CBS,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",Mon Aug 27 23:36:57 +0000 2018,78,0.0,0.0,1.0,0.0
@CBS,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,Fri Aug 24 20:30:16 +0000 2018,79,-0.4389,0.0,0.888,0.112
@CBS,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",Wed Aug 22 20:55:25 +0000 2018,80,0.0,0.0,1.0,0.0
@CBS,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",Wed Aug 22 20:10:12 +0000 2018,81,0.0,0.0,1.0,0.0
@CBS,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,Mon Aug 20 21:59:56 +0000 2018,82,0.5423,0.171,0.829,0.0
@CBS,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",Fri Aug 17 17:42:02 +0000 2018,83,0.3182,0.113,0.887,0.0
@CBS,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,Thu Aug 16 18:40:09 +0000 2018,84,0.0,0.0,1.0,0.0
@CBS,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,Thu Aug 16 00:09:03 +0000 2018,85,-0.5267,0.092,0.72,0.188
@CBS,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,Sun Aug 12 23:30:02 +0000 2018,86,0.0,0.0,1.0,0.0
@CBS,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,Sun Aug 12 15:04:59 +0000 2018,87,0.4389,0.126,0.874,0.0
@CBS,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,Sat Aug 11 18:00:00 +0000 2018,88,-0.3182,0.0,0.897,0.103
@CBS,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,Sat Aug 11 15:00:02 +0000 2018,89,0.4926,0.144,0.856,0.0
@CBS,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",Fri Aug 10 22:28:55 +0000 2018,90,0.8957,0.419,0.581,0.0
@CBS,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",Fri Aug 10 19:59:14 +0000 2018,91,0.0,0.0,1.0,0.0
@CBS,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,Thu Aug 09 21:00:00 +0000 2018,92,0.6696,0.255,0.745,0.0
@CBS,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,Thu Aug 09 18:47:00 +0000 2018,93,0.7901,0.28,0.72,0.0
@CBS,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u",Wed Aug 08 16:05:11 +0000 2018,94,0.6696,0.209,0.791,0.0
@CBS,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs,Tue Aug 07 16:06:57 +0000 2018,95,0.0,0.0,1.0,0.0
@CBS,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…",Mon Aug 06 00:20:55 +0000 2018,96,0.3612,0.111,0.889,0.0
@CBS,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP,Mon Aug 06 00:07:38 +0000 2018,97,0.7424,0.3,0.617,0.082
@CBS,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…,Mon Aug 06 00:02:58 +0000 2018,98,0.3818,0.106,0.894,0.0
@CBS,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8,Mon Aug 06 00:02:02 +0000 2018,99,0.5093,0.141,0.859,0.0
@CBS,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018",Sun Aug 05 23:58:41 +0000 2018,100,0.0,0.0,1.0,0.0
@CNN,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/EKPsH2ugpG",Sun Sep 30 09:31:00 +0000 2018,1,0.6597,0.252,0.748,0.0
@CNN,"'Distracted boyfriend' meme is sexist, says Swedish ad watchdog https://t.co/hAReDzarXw https://t.co/gz4wFeQYgr",Sun Sep 30 09:16:07 +0000 2018,2,-0.34,0.0,0.806,0.194
@CNN,"Limiting kids' recreational screen time to less than 2 hours a day, along with sufficient sleep and physical activi… https://t.co/5Wz1wYoid3",Sun Sep 30 09:01:05 +0000 2018,3,0.0,0.0,1.0,0.0
@CNN,SiriusXM is buying Pandora in a $3.5 billion all-stock deal. The deal will create the world's largest audio enterta… https://t.co/LRwNGnJu88,Sun Sep 30 08:31:00 +0000 2018,4,0.2732,0.104,0.896,0.0
@CNN,Stepping into this Seoul cafe feels like entering the black-and-white world of a cartoon https://t.co/t5qCzejhyj vi… https://t.co/G7flwx8rEm,Sun Sep 30 08:01:04 +0000 2018,5,0.3612,0.143,0.857,0.0
@CNN,"The death toll from an earthquake and tsunami now exceeds 830 people,  Indonesian officials say.… https://t.co/4qMtFf6m5O",Sun Sep 30 07:50:46 +0000 2018,6,-0.5994,0.0,0.794,0.206
@CNN,Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GhVv8 https://t.co/44ucQCMCKB,Sun Sep 30 07:31:00 +0000 2018,7,0.1531,0.118,0.882,0.0
@CNN,Cutting-edge research on an ancient mummy shows that Egyptians were embalming bodies in prehistoric times https://t.co/GIhkkA68XQ,Sun Sep 30 07:01:05 +0000 2018,8,0.0,0.0,1.0,0.0
@CNN,"This 7-year-old girl wowed a crowd with a stunning rendition of the ""Star-Spangled Banner"" https://t.co/MzQnkXqx53",Sun Sep 30 06:31:00 +0000 2018,9,0.7351,0.36,0.64,0.0
@CNN,"Scientists may have uncovered an entire new whale species that lived millions of years ago. 

Bones found at a land… https://t.co/KaG3tJxcPs",Sun Sep 30 06:01:07 +0000 2018,10,0.0,0.0,1.0,0.0
@CNN,"Days ago, residents in a community north of St. Louis got some news that they've long wanted to hear. Radioactive m… https://t.co/swmxWH3MSH",Sun Sep 30 05:46:05 +0000 2018,11,0.0,0.0,1.0,0.0
@CNN,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/owLc7OvGKP,Sun Sep 30 05:31:00 +0000 2018,12,0.2732,0.116,0.884,0.0
@CNN,Tom Hanks is ready to be your neighbor -- as Mister Rogers in an upcoming and as-yet-untitled film about the childr… https://t.co/N6rKE63Iik,Sun Sep 30 05:16:05 +0000 2018,13,0.3612,0.106,0.894,0.0
@CNN,300 glowing drones illuminate the night sky in this choreographed spectacle https://t.co/B2RhWXTnHV https://t.co/CjWifh0P0i,Sun Sep 30 05:01:00 +0000 2018,14,0.0,0.0,1.0,0.0
@CNN,This custodian has been spreading kindness at Bristol University for more than 11 years so students at the school l… https://t.co/PPINKQs66p,Sun Sep 30 04:46:02 +0000 2018,15,0.4588,0.13,0.87,0.0
@CNN,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/xxBEDzxlD9,Sun Sep 30 04:31:00 +0000 2018,16,0.0,0.0,1.0,0.0
@CNN,"What has two heads, is extremely rare and doesn't have a long life expectancy?

This two-headed baby copperhead, wh… https://t.co/UmdU9G7kOj",Sun Sep 30 04:16:00 +0000 2018,17,0.0,0.0,1.0,0.0
@CNN,"Ted Turner is battling Lewy body dementia, the CNN founder revealed in an interview that will air over the weekend… https://t.co/mjUlSYrDlb",Sun Sep 30 04:01:04 +0000 2018,18,-0.2732,0.0,0.905,0.095
@CNN,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/s8adwFD2pS",Sun Sep 30 03:30:23 +0000 2018,19,0.0,0.0,1.0,0.0
@CNN,Several Southern California high school students face disciplinary action after spelling out a racial slur with let… https://t.co/2goay3zfXq,Sun Sep 30 03:00:06 +0000 2018,20,0.0,0.0,1.0,0.0
@CNN,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/EKPsH2ugpG",Sun Sep 30 09:31:00 +0000 2018,21,0.6597,0.252,0.748,0.0
@CNN,"'Distracted boyfriend' meme is sexist, says Swedish ad watchdog https://t.co/hAReDzarXw https://t.co/gz4wFeQYgr",Sun Sep 30 09:16:07 +0000 2018,22,-0.34,0.0,0.806,0.194
@CNN,"Limiting kids' recreational screen time to less than 2 hours a day, along with sufficient sleep and physical activi… https://t.co/5Wz1wYoid3",Sun Sep 30 09:01:05 +0000 2018,23,0.0,0.0,1.0,0.0
@CNN,SiriusXM is buying Pandora in a $3.5 billion all-stock deal. The deal will create the world's largest audio enterta… https://t.co/LRwNGnJu88,Sun Sep 30 08:31:00 +0000 2018,24,0.2732,0.104,0.896,0.0
@CNN,Stepping into this Seoul cafe feels like entering the black-and-white world of a cartoon https://t.co/t5qCzejhyj vi… https://t.co/G7flwx8rEm,Sun Sep 30 08:01:04 +0000 2018,25,0.3612,0.143,0.857,0.0
@CNN,"The death toll from an earthquake and tsunami now exceeds 830 people,  Indonesian officials say.… https://t.co/4qMtFf6m5O",Sun Sep 30 07:50:46 +0000 2018,26,-0.5994,0.0,0.794,0.206
@CNN,Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GhVv8 https://t.co/44ucQCMCKB,Sun Sep 30 07:31:00 +0000 2018,27,0.1531,0.118,0.882,0.0
@CNN,Cutting-edge research on an ancient mummy shows that Egyptians were embalming bodies in prehistoric times https://t.co/GIhkkA68XQ,Sun Sep 30 07:01:05 +0000 2018,28,0.0,0.0,1.0,0.0
@CNN,"This 7-year-old girl wowed a crowd with a stunning rendition of the ""Star-Spangled Banner"" https://t.co/MzQnkXqx53",Sun Sep 30 06:31:00 +0000 2018,29,0.7351,0.36,0.64,0.0
@CNN,"Scientists may have uncovered an entire new whale species that lived millions of years ago. 

Bones found at a land… https://t.co/KaG3tJxcPs",Sun Sep 30 06:01:07 +0000 2018,30,0.0,0.0,1.0,0.0
@CNN,"Days ago, residents in a community north of St. Louis got some news that they've long wanted to hear. Radioactive m… https://t.co/swmxWH3MSH",Sun Sep 30 05:46:05 +0000 2018,31,0.0,0.0,1.0,0.0
@CNN,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/owLc7OvGKP,Sun Sep 30 05:31:00 +0000 2018,32,0.2732,0.116,0.884,0.0
@CNN,Tom Hanks is ready to be your neighbor -- as Mister Rogers in an upcoming and as-yet-untitled film about the childr… https://t.co/N6rKE63Iik,Sun Sep 30 05:16:05 +0000 2018,33,0.3612,0.106,0.894,0.0
@CNN,300 glowing drones illuminate the night sky in this choreographed spectacle https://t.co/B2RhWXTnHV https://t.co/CjWifh0P0i,Sun Sep 30 05:01:00 +0000 2018,34,0.0,0.0,1.0,0.0
@CNN,This custodian has been spreading kindness at Bristol University for more than 11 years so students at the school l… https://t.co/PPINKQs66p,Sun Sep 30 04:46:02 +0000 2018,35,0.4588,0.13,0.87,0.0
@CNN,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/xxBEDzxlD9,Sun Sep 30 04:31:00 +0000 2018,36,0.0,0.0,1.0,0.0
@CNN,"What has two heads, is extremely rare and doesn't have a long life expectancy?

This two-headed baby copperhead, wh… https://t.co/UmdU9G7kOj",Sun Sep 30 04:16:00 +0000 2018,37,0.0,0.0,1.0,0.0
@CNN,"Ted Turner is battling Lewy body dementia, the CNN founder revealed in an interview that will air over the weekend… https://t.co/mjUlSYrDlb",Sun Sep 30 04:01:04 +0000 2018,38,-0.2732,0.0,0.905,0.095
@CNN,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/s8adwFD2pS",Sun Sep 30 03:30:23 +0000 2018,39,0.0,0.0,1.0,0.0
@CNN,Several Southern California high school students face disciplinary action after spelling out a racial slur with let… https://t.co/2goay3zfXq,Sun Sep 30 03:00:06 +0000 2018,40,0.0,0.0,1.0,0.0
@CNN,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/JCoIJmFVGv,Sun Sep 30 02:32:25 +0000 2018,41,-0.1779,0.0,0.922,0.078
@CNN,"SiriusXM is buying Pandora in a $3.5 billion deal, which will create the world's largest audio entertainment compan… https://t.co/mHXQZC5D4q",Sun Sep 30 02:00:13 +0000 2018,42,0.5994,0.234,0.766,0.0
@CNN,Only these 8 states require sex education classes to mention consent https://t.co/joJ5Fkhkan https://t.co/3VmFDbGc5L,Sun Sep 30 01:00:08 +0000 2018,43,0.2263,0.147,0.853,0.0
@CNN,Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown' revival -- playing a woman in… https://t.co/CaXmdL9s9b,Sun Sep 30 00:31:16 +0000 2018,44,0.4404,0.187,0.813,0.0
@CNN,The attack on Facebook that exposed nearly 50 million users' information is the largest hack ever for the company… https://t.co/T2vOGRm0Ry,Sun Sep 30 00:00:11 +0000 2018,45,-0.5267,0.0,0.804,0.196
@CNN,North Carolina is among the 8 states that require sex education classes to mention consent. A map in an earlier twe… https://t.co/GUCQpYwvBA,Sat Sep 29 23:11:11 +0000 2018,46,0.2263,0.091,0.909,0.0
@CNN,"A 13-year-old boy was attacked Saturday by a shark while diving for lobsters in waters off Encinitas, California, a… https://t.co/jNMREHePwO",Sat Sep 29 23:00:09 +0000 2018,47,-0.4019,0.064,0.788,0.148
@CNN,"Alas, an asteroid shaped like a skull is NOT going to zip by Earth this Halloween https://t.co/Va32inAu8z https://t.co/fYHvcOm0Bt",Sat Sep 29 22:45:07 +0000 2018,48,0.1027,0.128,0.765,0.107
